"state","local","mean","q025","q05","q25","q50","q75","q95","q975"
"Rivers","Ahoada West",71769.4543,29414.275,34074.7,53580.5,66629.5,82618,124646,148394.675
"Rivers","Akuku Toru",17421.8093,7130.95,8247.75,12960.75,16098.5,20129.5,30440.65,36759.025
"Rivers","Andoni",77340.6728,31402.125,36612.5,57248.5,71638,89112.5,134784.5,163523.85
"Rivers","Asari-Toru",29774.0471,17521.725,19123.95,24847,28852,33451,43380.9,48062.8
"Rivers","Bonny",107203.6285,62762.2,68694.15,89707.25,104315.5,120505.5,156217.55,171413.85
"Rivers","Degema",65368.1932,40564.6,44055,54823,62891,72359.25,94649.1,108347.125
"Rivers","Eleme",241243.51,151621.725,164625.85,206203.75,235920,267851.25,336069.8,365010.35
"Rivers","Emuoha",202552.0636,83053.075,96620.45,151274,188044.5,233081.25,353703.85,421802.9
"Rivers","Etche",458612.1284,234350.65,261239.35,361145.75,431402,516350,742069.549999999,878809.699999999
"Rivers","Gokana",155276.2184,63516.975,74031.8,115253.75,143561,179580.75,270425.95,326099.65
"Rivers","Ikwerre",366636.2599,239062.375,254157,311461.75,353803,404259.25,517896.35,587167.875
"Rivers","Khana",305501.9701,125040.925,145185.05,227272.5,282620,352006.5,533582.05,643616.275
"Rivers","Obio-Akpor",1461953.462,998843.475,1070526.4,1275751.25,1428279,1607087.75,1938259.4,2111391.225
"Rivers","Ogba-Egbema-Ndoni",386531.4035,255660.475,274488.35,331917,374883.5,426251.5,537523.15,598486.725
"Rivers","Ogu Bolo",15215.7634,9585.775,10394,12828,14696,16901.5,21817.85,24280.275
"Rivers","Okrika",105224.8946,56482.925,63646.95,86676.5,102336,118946.25,156052.5,174625.75
"Rivers","Omumma",117634.6099,48138.65,55938.7,87765,109061,135361.5,204894.45,246812.275
"Rivers","Opobo-Nkoro",3459.9782,1376.95,1616.9,2506,3168.5,4026.25,6224.15,7489.69999999999
"Rivers","Oyigbo",255102.0291,170236.725,181383.85,217479.5,247015.5,281249.75,355914.8,396484
"Rivers","Port-Harcourt",482981.1439,316935.875,340149.1,417752.5,472085.5,533339.5,657916.15,716338.2
"Rivers","Tai",54218.2899,22529.675,26219.8,40544.75,50291,62286,94388.3,113288.625
"Sokoto","Binji",90210.7359,52392.875,58934.75,77000,87019,98731.25,131612.35,149697.575
"Sokoto","Bodinga",341899.6374,198407.5,223887.65,292296,330012,374005,499883.75,566701.175
"Sokoto","Dange Shuni",428866.768,263181.3,293857.05,370443.75,416027.5,467021,607144.3,681362.075
"Sokoto","Gada",331188.3633,191813,216908.65,282919.75,319452.5,362151.25,484049.35,552119.3
"Sokoto","Goronyo",191742.7709,111259.85,125698.3,163971,184953.5,209598.25,280424.75,318569.15
"Sokoto","Gudu",131624.8557,76182.225,86050.7,112340.75,126892.5,143951.75,193272.35,220101.175
"Sokoto","Gwadabawa",237214.6359,137852.9,154960.85,202744.75,229055.5,259449,345045.7,392947.325
"Sokoto","Illela",240249.9169,139802.725,157570.2,205085.25,231654,262858.25,350132.2,400575.8
"Sokoto","Isa",170709.1372,99075.7,112096.25,145728.5,164458.5,186815.25,250729,283254.475
"Sokoto","Kebbe",79882.2843,46377.825,52228.8,68305,76980.5,87474.75,116465,133490.025
"Sokoto","Kware",226929.4347,131901.775,148189.75,194001.75,219085,248432.25,331573.4,377358.95
"Sokoto","Rabah",149126.9062,86516.65,97484.7,127323.5,143776,163075.5,217331.6,249163.35
"Sokoto","Sabon Birni",355039.4836,205796.875,233083.85,303808,342255,388462,519349.3,590961.85
"Sokoto","Shagari",179389.1285,104062.275,117526.95,153339,173119.5,196350.25,262152,299060.525
"Sokoto","Silame",93701.9822,54258.6,61315.5,80138.75,90470.5,102521.25,136290.65,155925.525
"Sokoto","Sokoto North",253953.2219,116657.8,132111.9,185647,232983.5,296808.75,440554.05,510228.9
"Sokoto","Sokoto South",361027.999,213329.125,230288.15,293857,345190,410597.75,535794.35,593831.775
"Sokoto","Tambuwal",249066.0156,144544.1,163749.85,213039.75,240169,272337.25,363702.05,413140.725
"Sokoto","Tangaza",150850.6395,87355.15,98591.75,128978.5,145595,165044.75,220898.15,251252.65
"Sokoto","Tureta",87419.7734,50752.75,57011.05,74693,84299.5,95513,127476.15,144767.7
"Sokoto","Wamakko",494374.3569,333799.825,355637,425907,481602.5,546112,671165.1,728853.1
"Sokoto","Wurno",166591.9113,96404.35,108738.05,142300,160588,182552.5,243629.7,276820.6
"Sokoto","Yabo",112112.7358,65031.85,73331.9,95631,108088,122490.75,163835.5,186694.35
"Taraba","Ardo-Kola",129156.5381,55255.8,63415.85,93849.5,117216,150301.5,229760.5,267913.575
"Taraba","Bali",371218.8118,158052.9,180919.25,268737.5,336269,431733.75,663235.65,771410.2
"Taraba","Donga",208365.3826,88928.725,101921.55,150941.5,188370.5,242181.25,372729.75,435567.075
"Taraba","Gashaka",97738.0819,41336.025,47432.15,70322,88382.5,113869.5,175544.85,205632.775
"Taraba","Gassol",551775.3335,234427.5,269116.9,399076.75,500141.5,642277,987544.25,1152053.75
"Taraba","Ibi",112121.6509,47784.35,54740.7,81220.75,101532,130552.25,200563.1,235023.025
"Taraba","Jalingo",319816.9426,232399.05,243706.5,282098.5,313722.5,348100,418377.9,449138.475
"Taraba","Karim Lamido",298359.3257,127304.375,146123.05,216194.25,270536.5,347388.5,533394,624225.75
"Taraba","Kurmi",91719.0622,39023.475,44558.8,66263.25,82947,106750.25,164383,191213.775
"Taraba","Lau",163365.4308,69939.625,80298.45,118677.25,148114,189879.25,292511.75,343011.775
"Taraba","Sardauna",276098.3302,118103.7,134940.5,200056.75,249567.5,321382.75,493286.3,579045.175
"Taraba","Takum",317266.405,135744.1,155394.85,229894.25,286641.5,369617.25,567129.55,667233.5
"Taraba","Ussa",137197.7931,58482.7,66846.75,99102.25,124114,159934,246034.6,288979.575
"Taraba","Wukari",466232.8796,225477.925,251130.9,350946.75,425875,535282.5,797887.699999999,926760.55
"Taraba","Yorro",212386.2648,90615.75,104334.3,154371.75,192682.5,246981.5,378829.8,443416.4
"Taraba","Zing",475688.3857,203727.35,233426.15,345346.75,431348.5,553875.75,848707.4,998116.35
"Yobe","Bade",164042.0041,106618.925,111750,132708.75,156153,187240.75,242152.95,263220.175
"Yobe","Bursari",137131.8983,91412.625,96168.75,116843.75,134624.5,155811.5,184448.95,193237.425
"Yobe","Damaturu",262969.6283,182619.525,192709.3,225229.5,253105.5,288685,362216.2,399946.875
"Yobe","Fika",224547.9183,154200.125,164720.1,197463,219986,246965.75,297925.25,318353.8
"Yobe","Fune",279803.4139,186347.925,197624.25,242736,277214,314685.75,368847.05,388083.7
"Yobe","Geidam",211704.5372,136263.925,148351.55,182386.25,205770,233346.75,296988.05,325454.325
"Yobe","Gujba",232536.0499,133907.125,149895.55,195395.25,223517.5,258933.75,345210.6,386600.925
"Yobe","Gulani",208964.1637,131623.7,143905.2,180158.5,203678.5,231804.75,292581.35,314034.625
"Yobe","Jakusko",169834.2828,118520.35,125602.05,150415,167776,186800.5,220719.65,233768.75
"Yobe","Karasuwa",102878.621,68158.825,73517,89342.5,100623.5,113598.75,140566.15,152091.025
"Yobe","Machina",106158.0236,69327.975,74448.25,90232,101971.5,117231.25,151975.4,167208.55
"Yobe","Nangere",202819.9121,134288.65,144501.6,173293,194914.5,224105.75,286389.5,315919.525
"Yobe","Nguru",160624.3462,112890.65,119122.05,138945.75,156672.5,177659.5,215554.55,232046.7
"Yobe","Potiskum",435233.3322,259899.45,280084.45,353711.25,416478,493474.5,636073.3,712458.325
"Yobe","Tarmuwa",129830.2395,75003.125,83824.6,109082,124922.5,144467,192179.55,215719.175
"Yobe","Yunusari",208196.5167,149441.875,157752.75,182972.5,202786,228064.25,276156.7,296502.175
"Yobe","Yusufari",172082.914,121168.825,128314.85,152337,171042.5,189379.25,220433.1,231868.675
"Zamfara","Anka",147432.8472,114977.85,120997.95,135087.25,145379.5,157444.25,181595.05,191561.2
"Zamfara","Bakura",156087.663,124564.6,128822.8,141667,152503.5,165707.25,197173.15,211099.175
"Zamfara","Birnin Magaji-Kiyaw",195741.5361,157848.6,163480.15,179833.75,192741,207950.5,238671.75,251978.35
"Zamfara","Bukkuyum",237082.1594,172195.85,185457.45,219541,236925,255263.25,286328.5,298451.95
"Zamfara","Bungudu",322814.8375,258927.525,267091.55,293277.5,315597.5,343497,404706.55,431792.4
"Zamfara","Gummi",271521.3309,217486.675,225370.2,248961.25,268374,289845.5,328479.2,343803.8
"Zamfara","Gusau",465871.2747,345159.675,360320.4,411512,453814.5,504638,606677.5,652815.15
"Zamfara","Kaura Namoda",261690.0572,210874.825,217815.65,239448.25,256723.5,278357.25,323711.5,343232.35
"Zamfara","Maradun",181721.3912,140023.825,147465.8,166103.5,178988,194126.25,224512.65,239094.975
"Zamfara","Maru",380663.8793,293759.525,309720.55,348305.5,374857,406175.25,469992.75,500884.3
"Zamfara","Shinkafi",130267.2089,103234.125,106942.1,119346.5,128686,139131,159343.8,167505.45
"Zamfara","Talata Mafara",190256.4587,143810.25,153907.4,175660.25,189169,204038.25,229486.3,241105.2
"Zamfara","Tsafe",264298.4493,211061.625,219226.05,242049.5,259750.5,280772.5,325821.1,345813.225
"Zamfara","Zurmi",251731.8971,199735.95,208578.65,232081.5,248927,268103,305215.7,321769.225
